label,name,notice,furigana
燃やせないごみ,計量はかり,30cm角程度より大きいものは粗大ごみ,け
雑誌・ダンボール・紙パック,ケーキの紙箱,汚れのとれないものは燃やせるごみ,け
燃やせないごみ,ケースプラスチック製,30cm角程度より大きいものは粗大ごみ,け
燃やせないごみ,ケーブル（配線用）,家庭用に限る。,け
燃やせないごみ,ゲーム機,30cm角程度より大きいものは粗大ごみ,け
燃やせないごみ,ゲームソフト,,け
燃やせないごみ,消しゴム,,け
燃やせないごみ,化粧品携帯ポーチ,布製は燃やせるごみ,け
雑誌・ダンボール・紙パック,化粧品の箱紙製,,け
プラスチック製容器包装,化粧品の箱プラスチック製,,け
プラスチック製容器包装,化粧品の容器プラスチック製,必ず中身を使い切って、汚れを落とす。,け
燃やせないごみ,化粧品の容器ガラス製,,け
燃やせるごみ,毛染め液,新聞紙などにしみ込ませる。,け
燃やせないごみ,毛染め液のチューブ・容器金属製,,け
プラスチック製容器包装,毛染め液のチューブ・容器プラスチック製,汚れのとれないものは燃やせないごみ,け
燃やせるごみ,下駄,,け
粗大ごみ,下駄箱,,け
プラスチック製容器包装,ケチャップの外袋,,け
プラスチック製容器包装,ケチャップのチューブ,必ず中身を使い切って、汚れを落とす。,け
燃やせないごみ,血圧計（デジタル）,電池は外す。,け
燃やせないごみ,ケトル,,け
燃やせないごみ,毛抜き,,け
燃やせないごみ,牽引ロープナイロン製,1m以下に切ってください。45リットルのごみ袋に入らないものは粗大ごみ,け
燃やせるごみ,牽引ロープ天然繊維製,,け
粗大ごみ,牽引ロープ金属製,,け
粗大ごみ,玄関マットゴム・ビニール等,30cm角程度より小さいものは燃やせないごみ,け
粗大ごみ,玄関マット布,30cm角程度より小さいものは燃やせるごみ,け
粗大ごみ,健康器具,ランニングマシーン・サイクリングマシーン等,け
燃やせないごみ,剣山,,け
市で処理できない,建設廃材,販売店・専門の処理業者に相談するか、引き取りを依頼してください。産業廃棄物の処理については、県環境指導課（電話：088-621-2269）へお問い合わせください。,け
粗大ごみ,剣道の防具,,け
粗大ごみ,鍵盤ハーモニカ,,け
燃やせないごみ,顕微鏡,,け
燃やせないごみ,碁石石,,こ
燃やせるごみ,鯉のぼり,小さく切って袋に入れる。,こ
粗大ごみ,鯉のぼりのポール,1m50cm以下にしてください。,こ
燃やせないごみ,工具箱,30cm角程度より大きいものは粗大ごみ,こ
雑誌・ダンボール・紙パック,広告チラシ（新聞折込以外）,雑がみとして雑誌と一緒に束ねて出す。,こ
粗大ごみ,高周波治療器,30cm角程度より小さいものは燃やせないごみ,こ
燃やせないごみ,香水用びん,,こ
燃やせるごみ,紅茶（ティーバッグ）,,こ
燃やせないごみ,ゴーグル,,こ
燃やせるごみ,コースター木製,,こ
燃やせないごみ,コースター木製以外,,こ
燃やせないごみ,コード,1m以下に切ってください。,こ
燃やせるごみ,コート（衣類）,革製品は燃やせないごみ。小さく切って袋に入れる。,こ
粗大ごみ,コードリール,30cm角程度より小さいものは燃やせないごみ,こ
燃やせないごみ,コードレス電話,30cm角程度より大きいものは粗大ごみ,こ
缶・びん・ペットボトル,コーヒーのびん,,こ
燃やせるごみ,コーヒーフィルター,,こ
粗大ごみ,コーヒーメーカー,30cm角程度より小さいものは燃やせないごみ,こ
燃やせないごみ,氷枕ゴム,,こ
燃やせるごみ,こけし木製,,こ
粗大ごみ,ござ類イグサ・ナイロン,,こ
粗大ごみ,こたつ,,こ
粗大ごみ,こたつ板,,こ
粗大ごみ,こたつ布団,2枚で1組,こ
粗大ごみ,こたつ布団カバー,,こ
燃やせるごみ,コットン,,こ
燃やせるごみ,コップ紙製,リサイクルが困難なため,こ
燃やせないごみ,コップ紙製以外,,こ
粗大ごみ,琴,,こ
燃やせるごみ,粉せっけん,,こ
燃やせるごみ,粉せっけんの容器紙製,リサイクルが困難なため,こ
プラスチック製容器包装,粉せっけんの容器プラスチック製,,こ
雑誌・ダンボール・紙パック,粉ミルクの容器紙製,,こ
缶・びん・ペットボトル,粉ミルクの容器缶,,こ
燃やせないごみ,小鉢（陶磁器製）,,こ
粗大ごみ,碁盤木製,折りたたみのものは燃やせるごみ,こ
粗大ごみ,コピー機（小型家庭用）,業務用は市で処理できません。,こ
雑誌・ダンボール・紙パック,コピー用紙,雑がみとして雑誌と一緒に束ねて出す。,こ
雑誌・ダンボール・紙パック,コミック,,こ
燃やせないごみ,ごみ取りネット（洗濯用）,,こ
粗大ごみ,ごみ箱プラスチック・金属製,45リットルのごみ袋に入るものは、燃やせないごみ,こ
燃やせるごみ,ゴム天然ゴム（輪ゴム）,合成ゴムは燃やせないごみ,こ
燃やせるごみ,小麦粉の袋紙製,リサイクルが困難なため,こ
燃やせないごみ,ゴム手袋,,こ
燃やせないごみ,ゴム長靴,,こ
燃やせないごみ,ゴムホース,1m以下に切ってください。,こ
0,ゴムホース,45リットルの袋に入らないものは粗大ごみ,こ
粗大ごみ,ゴムボート,中の空気を抜いてから出してください。,こ
燃やせないごみ,ゴムボート（子供用）,中の空気を抜いてから出してください。,こ
粗大ごみ,米びつ,,こ
雑誌・ダンボール・紙パック,米袋紙製,,こ
プラスチック製容器包装,米袋プラスチック製,,こ
燃やせるごみ,コルク栓,,こ
燃やせないごみ,コルク抜き,,こ
燃やせるごみ,コルクボード,30cm角程度より大きいものは粗大ごみ,こ
粗大ごみ,ゴルフクラブ,,こ
粗大ごみ,ゴルフバッグ,,こ
燃やせないごみ,ゴルフボール,,こ
粗大ごみ,ゴルフマット,,こ
粗大ごみ,コンクリートブロック,日曜大工で出たものに限る。,こ
燃やせないごみ,コンセント,,こ
燃やせないごみ,コンタクトレンズ,,こ
燃やせないごみ,コンタクトレンズケース,,こ
粗大ごみ,コンテナ,,こ
燃やせないごみ,コンパクト（鏡付き）,,こ
燃やせないごみ,コンパス,,こ
粗大ごみ,コンパネ,30cm角程度より小さいものは燃やせるごみ。日曜大工で出たものに限る。,こ
プラスチック製容器包装,コンビニ弁当の容器プラスチック製,汚れを落して出してください。,こ
燃やせないごみ,コンプレッサー,30cm角程度より大きなものは市で処理できない。,こ
粗大ごみ,コンポ,,こ
粗大ごみ,コンポスト,,こ
粗大ごみ,コンロ,電池は外してください。,こ
粗大ごみ,サーフボード,,さ
粗大ごみ,サイクリングマシーン,,さ
粗大ごみ,座椅子,,さ
粗大ごみ,サイドボード木製,,さ
燃やせないごみ,財布革製,布製は燃やせるごみ,さ
燃やせるごみ,裁縫箱木製,,さ
燃やせないごみ,裁縫箱プラスチック製,,さ
燃やせないごみ,サインペン,,さ
粗大ごみ,竿（釣り用）,5本以内で1個扱い。,さ
燃やせないごみ,魚焼き網,,さ
燃やせるごみ,酒パック,500ml以上で、内側が白いものは雑誌・ダンボール・紙パック,さ
缶・びん・ペットボトル,酒びん,できるだけ購入した販売店等に返却してください。,さ
缶・びん・ペットボトル,酒類のペットボトル,,さ
燃やせないごみ,さしプラスチック製,,さ
燃やせるごみ,さし竹・木製,,さ
粗大ごみ,座卓,,さ
燃やせないごみ,サッカーボール,空気を抜いて出してください。,さ
雑誌・ダンボール・紙パック,雑誌,,さ
燃やせるごみ,殺鼠剤（ねずみ駆除用）,,さ
燃やせないごみ,殺虫剤（家庭用スプレー缶）,必ず中身を使い切って、屋外で穴を開け、他の燃やせないごみとは別袋にして出してください。,さ
粗大ごみ,座布団（座敷）,5枚で1個扱い,さ
燃やせるごみ,サポーター布製,,さ
粗大ごみ,サマーベット,,さ
燃やせるごみ,皿紙製,リサイクルが困難なため,さ
燃やせないごみ,皿紙製以外,,さ
燃やせるごみ,サラダ油,ボロ布などにしみこませるか、凝固剤を使用。地域で廃油回収を行っているところは、協力をお願いします。,さ
缶・びん・ペットボトル,サラダ油の容器缶,必ず中身を使い切って出してください。,さ
プラスチック製容器包装,サラダ油の容器プラスチック製,,さ
燃やせるごみ,サラダボール木製,,さ
燃やせないごみ,サラダボールプラスチック・金属製,,さ
燃やせるごみ,ざる類竹製,45リットルのごみ袋に入らないものは粗大ごみ,さ
燃やせないごみ,ざる類プラスチック・金属製,,さ
燃やせないごみ,三角コーナー,,さ
粗大ごみ,三角コーン,家庭から出たものに限る。,さ
燃やせないごみ,三脚,45リットルのごみ袋に入らないものは粗大ごみ,さ
燃やせないごみ,サングラス,,さ
燃やせないごみ,サンダル,木製品は燃やせるごみ,さ
燃やせるごみ,サンドペーパー,,さ
燃やせるごみ,サンバイザー,プラスチック製のものは燃やせないごみ。,さ
粗大ごみ,三輪車,,さ
粗大ごみ,CSアンテナ,,し
燃やせるごみ,シーツ,小さく切って袋に入れる。,し
燃やせないごみ,CD,,し
燃やせないごみ,CDのケース,,し
燃やせないごみ,CDプレーヤー,30cm角程度より大きいものは粗大ごみ,し
粗大ごみ,CDラジカセ,30cm角程度より小さいものは燃やせないごみ,し
燃やせないごみ,シート（しきもの）プラスチック製,ブルーシートなど大きいものは粗大ごみ,し
燃やせるごみ,シール紙製,リサイクルが困難なため,し
燃やせないごみ,シールプラスチック製,,し
燃やせないごみ,シェーバー（電気式）,,し
燃やせないごみ,地下足袋,,し
燃やせないごみ,磁気カード,,し
雑誌・ダンボール・紙パック,色紙,小さいものは封筒や紙袋に入れて出す。,し
粗大ごみ,磁気マットレス,,し
燃やせるごみ,ジグソーパズル紙製,リサイクルが困難なため。台紙は小さく切ってください。,し
燃やせないごみ,磁石,,し
雑誌・ダンボール・紙パック,辞書・辞典,ビニールカバーは外して燃やせないごみへ,し
燃やせるごみ,下着,,し
燃やせないごみ,下敷,,し
粗大ごみ,七輪,,し
プラスチック製容器包装,湿気取り,中の水を抜いてから出してください。,し
燃やせないごみ,室内アンテナ,,し
燃やせるごみ,湿布,,し
プラスチック製容器包装,湿布剤の内袋レトルト・プラスチック製,,し
雑誌・ダンボール・紙パック,湿布剤の箱紙製,,し
燃やせないごみ,湿布のフィルム,,し
粗大ごみ,自転車,,し
粗大ごみ,自転車（電動式）,バッテリーは外す。外したバッテリーは販売店・専門の処理業者に相談するか、引取りを依頼してください。,し
粗大ごみ,自転車用こどもシート,,し
市で処理できない,自動車部品,販売店・専門の処理業者に相談するか、引取りを依頼してください。産業廃棄物の処理については、県環境指導課（電話：088-621-2269）へお問い合わせください。,し
市で処理できない,自動販売機,販売店・専門の処理業者に相談するか、引取りを依頼してください。産業廃棄物の処理については、県環境指導課（電話：088-621-2269）へお問い合わせください。,し
粗大ごみ,竹刀竹製,,し
粗大ごみ,芝刈り機,,し
燃やせないごみ,芝刈機替え刃,危険のないように新聞紙等で包む。,し
燃やせないごみ,ジャー,,し
燃やせないごみ,シャープペン,,し
燃やせるごみ,シャープペンシルの芯,,し
プラスチック製容器包装,シャープペンシルの芯のケースプラスチック製,,し
燃やせないごみ,蛇口（水道）,,し
燃やせるごみ,写真,リサイクルが困難なため,し
燃やせないごみ,写真のネガ,,し
粗大ごみ,ジャッキ（手回し式・油圧式）,,し
粗大ごみ,シャベル,,し
粗大ごみ,三味線,,し
燃やせないごみ,しゃもじプラスチック製,,し
燃やせるごみ,しゃもじ木製,,し
粗大ごみ,ジャングルジム（家庭用）,,し
粗大ごみ,シャンデリア,,し
燃やせないごみ,シャンプーハット,,し
プラスチック製容器包装,シャンプーの容器プラスチック製,必ず中身を使い切って、汚れを落とす。,し
雑誌・ダンボール・紙パック,週刊誌,雑誌と一緒に束ねて出す。,し
燃やせないごみ,ジューサー・ミキサー,30cm角程度より大きいものは粗大ごみ,し
雑誌・ダンボール・紙パック,ジュースの紙パック,500ml以上の紙パックが対象。洗って、開いて、乾かして、ポリ袋に入れてから、ひもで十字に縛る。内側がアルミ箔の紙パックは燃やせるごみ,し
缶・びん・ペットボトル,ジュースの缶,,し
缶・びん・ペットボトル,ジュースのびん,,し
粗大ごみ,じゅうたん,,し
燃やせないごみ,充電器,携帯電話用はできるだけ販売店へ,し
市で処理できない,充電式電池,販売店等の回収ボックスに出してください。,し
プラスチック製容器包装,柔軟剤の容器プラスチック製,必ず中身を使い切って、汚れを落とす。,し
粗大ごみ,収納ケース,,し
粗大ごみ,収納ボックス,,し
燃やせるごみ,重箱木製,,し
燃やせないごみ,重箱プラスチック製,,し
燃やせないごみ,数珠水晶・プラスチック製,,し
燃やせるごみ,数珠木製,,し
粗大ごみ,ジュニアシート,,し
燃やせないごみ,朱肉,,し
燃やせるごみ,シュラフ（寝袋）,小さく切って袋に入れる。,し
雑誌・ダンボール・紙パック,シュレッダー紙,封筒や紙袋に入れ、飛散しないようにしてください。,し
粗大ごみ,シュレッダー機（家庭用）,30cm角程度より小さいものは燃やせないごみ,し
粗大ごみ,瞬間湯沸器,,し
市で処理できない,消火器,販売店・専門の処理業者に相談するか、引取りを依頼してください。,し
燃やせないごみ,浄化槽のふたプラスチック製,30cm角程度より大きいものは粗大ごみ,し
粗大ごみ,浄化槽モーター（ブロワー）,,し
燃やせないごみ,定規プラスチック製,,し
燃やせるごみ,定規木・竹製,,し
燃やせるごみ,将棋の駒木製,プラスチック製のものは燃やせないごみ,し
粗大ごみ,将棋盤木製,折りたたみ式は燃やせるごみ,し
燃やせないごみ,将棋盤プラスチック製,30cm角程度より大きいものは粗大ごみ,し
燃やせるごみ,焼却灰,当日の朝、水を十分含ませて出してください。,し
粗大ごみ,障子,日曜大工で出たものに限る。,し
燃やせるごみ,障子紙,リサイクルが困難なため,し
プラスチック製容器包装,消臭剤の容器,中身は使い切ってください。,し
燃やせないごみ,消臭スプレー金属製,必ず中身を使い切って風通しの良い屋外等で穴を開けて、他の燃やせないごみとは別袋にして出してください。,し
雑誌・ダンボール・紙パック,賞状,,し
粗大ごみ,浄水器,30cm角程度より小さいものは燃やせないごみ,し
燃やせないごみ,浄水器フィルター,,し
燃やせないごみ,消毒用噴霧器,30cm角程度より大きいものは粗大ごみ,し
燃やせるごみ,しょうのう（防虫・衣服用）,,し
燃やせないごみ,錠前,,し
粗大ごみ,照明器具,30cm角程度より小さいものは燃やせないごみ,し
燃やせないごみ,しょうゆ指し陶器・ガラス製,,し
缶・びん・ペットボトル,しょうゆの容器びん・ペットボトル,必ず中身を使い切って、汚れを落とす。,し
燃やせないごみ,じょうろプラスチック製,,し
プラスチック製容器包装,食品トレイ,スーパー・コミセン等の回収ボックスもご利用ください。,し
燃やせるごみ,食品のカップ紙製,リサイクルが困難なため,し
燃やせるごみ,食用油,ボロ布などにしみこませるか、凝固剤を使用。地域で廃油回収を行っているところは、ご協力をお願いします。,し
缶・びん・ペットボトル,食用油の容器缶・びん,必ず中身を使い切って、汚れを落とす。,し
プラスチック製容器包装,食用油の容器プラスチック製,,し
雑誌・ダンボール・紙パック,食料品の外箱,,し
プラスチック製容器包装,食料品の袋プラスチック製,,し
粗大ごみ,除湿器,,し
燃やせるごみ,除湿剤紙製,中の水を抜いてから出してください。,し
プラスチック製容器包装,除湿剤プラスチック製,中の水を抜いてから出してください。,し
粗大ごみ,食器洗い乾燥機,,し
粗大ごみ,食器棚,,し
燃やせないごみ,食器棚シートプラスチック製,,し
燃やせないごみ,食器類,少量ずつ他の燃やせないごみといっしょに,し
粗大ごみ,ショッピングカート,,し
燃やせるごみ,シリカゲル（乾燥剤）,,し
粗大ごみ,シルバーカー・ベビーカー （手押し）,,し
粗大ごみ,人工芝プラスチック製,30cm角程度より小さいものは燃やせないごみ,し
市で処理できない,シンナー類,販売店・専門の処理業者に相談するか、引取りを依頼してください。,し
新聞紙,新聞折り込みチラシ,新聞と一緒に束ねて出してください。,し
新聞紙,新聞紙,,し
有害ごみ,水銀血圧計,乾電池の回収ボックスに入れる。または、粗大ごみと一緒に出す。,す
粗大ごみ,水槽ガラス・プラスチック製,,す
燃やせないごみ,水中眼鏡,,す
燃やせないごみ,水中ポンプ（水槽用）,,す
燃やせないごみ,水筒,,す
燃やせないごみ,水道蛇口,,す
燃やせないごみ,炊飯器,ガス・電気・大きさに関係なく,す
燃やせないごみ,炊飯器の釜,,す
粗大ごみ,スーツケース,,す
粗大ごみ,姿見（鏡）,,す
雑誌・ダンボール・紙パック,図鑑,,す
粗大ごみ,スキー板,,す
燃やせるごみ,スキーウェア,小さく切って袋に入れる。,す
粗大ごみ,スキー靴,30cm角程度より小さいものは燃やせないごみ,す
粗大ごみ,スキーストック,,す
粗大ごみ,スキャナー,,す
市で処理できない,スクーター,販売店・専門の処理業者に相談するか、引取りを依頼してください。,す
粗大ごみ,スケート靴,刃の部分は危険のないように新聞紙等で包む。,す
粗大ごみ,スケートボード,,す
粗大ごみ,スコップ,園芸用の小さいものは燃やせないごみ,す
燃やせないごみ,すずり,,す
粗大ごみ,すだれ,,す
粗大ごみ,スタンドミラー,,す
燃やせないごみ,スタンプ台,,す
粗大ごみ,スチール棚,,す
燃やせるごみ,ステッキ木製,,す
燃やせないごみ,ステッキ木製以外,,す
粗大ごみ,ステップマシーン（健康器具）,,す
粗大ごみ,ステレオ,,す
粗大ごみ,ストーブ電気・石油,必ず中身の灯油・乾電池は取り除いてください。,す
粗大ごみ,ストーブガード,,す
粗大ごみ,ストッカー,30cm角程度より小さいものは燃やせないごみ,す
燃やせるごみ,ストッキング,小さく切って袋に入れる。,す
雑誌・ダンボール・紙パック,ストッキングの中の台紙,,す
燃やせないごみ,ストップウォッチ,電池は外してください。,す
燃やせないごみ,ストロー,,す
雑誌・ダンボール・紙パック,ストローの袋紙製,,す
プラスチック製容器包装,ストローの袋プラスチック製,,す
市で処理できない,砂,,す
プラスチック製容器包装,スナック菓子などの袋プラスチック製,,す
燃やせないごみ,砂時計,,す
燃やせないごみ,スニーカー,,す
粗大ごみ,スノーボード,,す
粗大ごみ,すのこ,,す
燃やせないごみ,スパイクシューズ,,す
燃やせないごみ,スパナ,,す
粗大ごみ,スピーカー,30cm角程度より小さいものは燃やせないごみ,す
燃やせないごみ,スプーンプラスチック・金属製,木製は燃やせるごみ,す
雑誌・ダンボール・紙パック,スプーンの袋紙製,封筒や紙袋に入れて、雑がみとして出す。,す
プラスチック製容器包装,スプーンの袋プラスチック製,,す
適正処理困難物,スプリングマットレス,販売店へ引き取りを依頼してください。引取り先がない場合は、粗大ごみとして申し込みください。,す
粗大ごみ,スプリンクラー,家庭散水用に限る。,す
燃やせないごみ,スプレー缶,必ず中身を使い切って風通しの良い屋外等で穴をあけて、他の燃やせないごみとは別袋にして出してください。,す
粗大ごみ,すべり台（家庭用遊具）,,す
燃やせないごみ,スポンジ,,す
粗大ごみ,ズボンプレッサー,,す
燃やせるごみ,炭,,す
燃やせるごみ,墨,新聞紙などにしみ込ませる。,す
燃やせないごみ,スライサー,,す
燃やせるごみ,すりこぎ棒木製,,す
燃やせないごみ,すりこぎ棒プラスチック製,,す
燃やせないごみ,スリッパビニール製,,す
燃やせるごみ,スリッパ布製,底がビニールのものは燃やせないごみ,す
粗大ごみ,スリッパ立て,木製で、45リットルのごみ袋に入るものは燃やせるごみ,す
燃やせないごみ,すりばち,,す
粗大ごみ,スレート瓦,日曜大工で出たものに限る。,す
燃やせるごみ,生花,,せ
燃やせないごみ,整髪料の容器金属・びん製,,せ
プラスチック製容器包装,プラスチック製,必ず中身を使い切って、汚れを落とす。,せ
粗大ごみ,精米機（小型家電類）,,せ
燃やせるごみ,生理用品,,せ
粗大ごみ,石油ストーブ,必ず中身の灯油、乾電池は取り除いてください。,せ
燃やせるごみ,石灰,,せ
燃やせるごみ,石鹸（固形）,,せ
雑誌・ダンボール・紙パック,石鹸の外箱紙製,,せ
燃やせるごみ,石鹸の袋・包紙紙製,リサイクルが困難なため,せ
プラスチック製容器包装,石鹸の袋・包紙プラスチック製,,せ
燃やせないごみ,石膏,,せ
雑誌・ダンボール・紙パック,接着剤の紙箱,,せ
プラスチック製容器包装,接着剤のチューブプラスチック製,汚れのとれないものは燃やせないごみ,せ
燃やせないごみ,接着剤のチューブ金属製,,せ
燃やせないごみ,瀬戸物,30cm角程度より大きいものは粗大ごみ,せ
粗大ごみ,セメント（粉）,一袋まで。日曜大工で出たものに限る。,せ
燃やせるごみ,セメントの袋紙製,家庭から出たものに限る。リサイクルが困難なため。,せ
粗大ごみ,セラミックヒーター,,せ
プラスチック製容器包装,ゼリー・プリンの容器,,せ
燃やせるごみ,セロハン紙,,せ
燃やせるごみ,セロハンテープ,ビニールテープは燃やせないごみ,せ
燃やせないごみ,セロハンテープカッター台,,せ
雑誌・ダンボール・紙パック,セロハンテープの芯,封筒や紙袋に入れて、雑がみとして出す。,せ
プラスチック製容器包装,洗顔料の容器プラスチック製,必ず中身を使い切って、汚れを落とす。,せ
燃やせるごみ,線香,,せ
燃やせないごみ,洗剤の計量カップ,,せ
燃やせるごみ,洗剤の容器紙製,フタの部分がプラスチック製の場合は、フタのみプラスチック製容器包装。紙の部分はリサイクルが困難,せ
プラスチック製容器包装,洗剤の容器プラスチック製,,せ
燃やせないごみ,洗車ブラシ,,せ
燃やせるごみ,扇子木製,,せ
燃やせないごみ,扇子プラスチック製,,せ
燃やせないごみ,洗濯板プラスチック製,,せ
燃やせるごみ,洗濯板木製,,せ
粗大ごみ,洗濯かご,,せ
市で処理できない,洗濯機,家電リサイクル法により有料でメーカーが引取り,せ
燃やせないごみ,洗濯ネット,,せ
燃やせるごみ,洗濯のリ,,せ
燃やせないごみ,洗濯のりのスプレー金属製,必ず中身を使い切って風通しの良い屋外等で穴を開けて、他の燃やせないごみとは別袋にして出してください。,せ
プラスチック製容器包装,洗濯のりの容器プラスチック製,必ず中身を使い切って、汚れを落とす。,せ
燃やせないごみ,洗濯ばさみ,,せ
燃やせないごみ,洗濯物干し（タコ足など）,45リットルのごみ袋に入らないものは粗大ごみ,せ
燃やせるごみ,剪定した枝・木直径5cm以内のもの,長さ30cm程度にし、袋に入れる（5袋まで。草・落葉含む。）,せ
粗大ごみ,剪定した枝・木直径5cmより太いもの,1m程度に切ってください。,せ
燃やせないごみ,剪定ばさみ,30cm角程度より大きいものは粗大ごみ,せ
燃やせないごみ,栓抜き,,せ
粗大ごみ,扇風機,,せ
燃やせないごみ,洗面器,,せ
粗大ごみ,洗面化粧台,自分で取り外したものに限る。,せ
燃やせないごみ,草履ゴム・ビニールほか,,そ
燃やせるごみ,草履わら・布ほか,,そ
燃やせないごみ,造花ビニール製,,そ
燃やせるごみ,造花紙・布製,,そ
燃やせないごみ,双眼鏡,,そ
燃やせるごみ,ぞうきん,,そ
市で処理できない,倉庫,販売店・専門の処理業者に相談するか、引取りを依頼してください。,そ
粗大ごみ,掃除機,ハンドクリーナー等の30cm以下のものは燃やせないごみ,そ
燃やせるごみ,掃除機のゴミパック,,そ
プラスチック製容器包装,ソースの容器プラスチック製,必ず中身を使い切って、汚れを落とす。,そ
市で処理できない,ソーラー温水器,販売店・専門の処理業者に相談するか、引取りを依頼してください。,そ
粗大ごみ,ソファー,2人掛け以上のものは1脚で1個扱い。1人掛けは2脚で1個扱い。,そ
粗大ごみ,ソファーベット,,そ
粗大ごみ,そり（子供用玩具）プラスチック製,,そ
燃やせないごみ,そろばんプラスチック製,,そ
燃やせるごみ,そろばん木製,,そ
有害ごみ,体温計水銀,乾電池の回収ボックスに入れる。または、粗大ごみと一緒に出す。,た
燃やせないごみ,体温計電子,,た
粗大ごみ,台車,,た
粗大ごみ,体重計,,た
燃やせるごみ,タイツ布製ほか,,た
燃やせるごみ,台所マット布製,45リットルのごみ袋に入らないものは粗大ごみ,た
燃やせないごみ,耐熱ガラス鍋,30cm角程度より大きいものは粗大ごみ,た
プラスチック製容器包装,たい肥袋・容器プラスチック製,必ず中身を使い切って、汚れを落とす。,た
燃やせるごみ,たい肥袋・容器紙製,リサイクルが困難なため,た
粗大ごみ,タイプライター,,た
燃やせないごみ,タイマー,電池は外す。,た
市で処理できない,タイヤ（自動車・オートバイ用）,販売店・専門の処理業者に相談するか、引取りを依頼してください。,た
粗大ごみ,タイヤ（自転車用）リム付,タイヤチューブのみは燃やせないごみ,た
粗大ごみ,タイヤチェーンゴム・金属製,,た
燃やせないごみ,タイヤのホイールキャップ,,た
市で処理できない,タイヤホイール,販売店・専門の処理業者に相談するか、引取りを依頼してください。,た
市で処理できない,太陽熱温水器,販売店・専門の処理業者に相談するか、引取りを依頼してください。,た
燃やせないごみ,タイル,日曜大工で出たものに限る。,た
粗大ごみ,タイルカーペット,30cm角程度より小さいものは燃やせるごみ,た
燃やせないごみ,ダイレクトメールプラスチック製,,た
雑誌・ダンボール・紙パック,ダイレクトメール紙製,窓開き封筒のセロハンを取ってください。,た
粗大ごみ,ヘルスメーター,電池は外してください。,た
燃やせるごみ,タオル,,た
燃やせるごみ,タオル掛け木製,,た
燃やせないごみ,タオル掛け木製以外,,た
燃やせるごみ,タオルケット,小さく切ってください。,た
粗大ごみ,高枝切りバサミ,,た
粗大ごみ,抱きまくら,,た
燃やせないごみ,卓上コンロ,ボンベ・電池は外す。30cm角程度より大きいものは粗大ごみ,た
雑誌・ダンボール・紙パック,宅配ピザの紙箱,汚れのとれないものは燃やせるごみ,た
粗大ごみ,竹馬,,た
燃やせるごみ,竹串,危険のないように先を折って出してください。,た
粗大ごみ,竹ざお金属・竹製,,た
粗大ごみ,竹ぼうき,,た
燃やせるごみ,凧竹製,,た
燃やせないごみ,凧ビニール製,,た
市で処理できない,畳,販売店・専門の処理業者に相談するか、引取りを依頼してください。,た
粗大ごみ,卓球台,,た
燃やせるごみ,卓球のラケット木製,ラバーは外して燃やせないごみ,た
燃やせないごみ,卓球ボール,,た
燃やせるごみ,脱酸素剤（菓子などに入ってるもの）,,た
燃やせるごみ,脱脂綿,,た
プラスチック製容器包装,脱臭剤プラスチック製,必ず中身を使い切って出してください。,た
燃やせないごみ,タッパー,,た
粗大ごみ,たてず,,た
粗大ごみ,棚,,た
プラスチック製容器包装,タバコ等の外装フィルム,,た
雑誌・ダンボール・紙パック,タバコの紙箱,内側の銀紙は燃やせるごみ,た
燃やせるごみ,タバコの吸殻,,た
燃やせないごみ,タバコ用パイプフィルター,,た
燃やせるごみ,足袋,底がゴム製のものは燃やせないごみ,た
プラスチック製容器包装,卵のパックプラスチック製,,た
雑誌・ダンボール・紙パック,卵のパック紙製,,た
燃やせるごみ,たも網竹製,45リットルのごみ袋に入らないものは粗大ごみ,た
燃やせないごみ,たも網金属製,,た
粗大ごみ,タライ,,た
粗大ごみ,樽木製,30cm角程度より小さいものは燃やせるごみ,た
0,樽プラスチック製,30cm角程度より小さいものは燃やせないごみ,た
燃やせないごみ,たわしナイロン製,,た
燃やせるごみ,たわしヤシの実製,,た
雑誌・ダンボール・紙パック,単行本,,た
市で処理できない,単車（オートバイ）,販売店・専門の処理業者に相談するか、引取りを依頼してください。,た
粗大ごみ,たんす,,た
燃やせるごみ,たんすシート布・紙製,,た
燃やせないごみ,たんすシート布・紙製以外,,た
粗大ごみ,ダンベル,,た
雑誌・ダンボール・紙パック,ダンボール,なるべく小さくして束ねる。,た
粗大ごみ,チェーンソー,,ち
粗大ごみ,チェーン類,,ち
粗大ごみ,チェスト,,ち
粗大ごみ,地球儀,30cm角程度より小さいものは燃やせないごみ,ち
粗大ごみ,チャイルドシート,,ち
燃やせるごみ,茶がら,,ち
燃やせないごみ,茶こし,,ち
粗大ごみ,茶だんす,,ち
燃やせないごみ,チャッカマン,必ず中身を使い切って出してください。,ち
粗大ごみ,ちゃぶ台,,ち
燃やせないごみ,茶碗,,ち
燃やせないごみ,中華鍋,30cm角程度より大きいものは粗大ごみ,ち
市で処理できない,注射器,医療機関での引取りをお願いします。,ち
市で処理できない,注射針,医療機関での引取りをお願いします。,ち
粗大ごみ,チューナー,30cm角程度より小さいものは燃やせないごみ,ち
燃やせないごみ,チューブ（自転車のみ）,空気を抜いてください。,ち
プラスチック製容器包装,チューブ類（歯磨き粉など）プラスチック製,必ず中身を使い切って、汚れを落とす。,ち
燃やせないごみ,,汚れが落とせないもの。,ち
燃やせないごみ,彫刻刀,危険のないように新聞紙等で包む。,ち
